,Tweet,Date,User
503,"#SORTEE2021 highlights:

Richard McElreath @rlmcelreath
""And I think scholarship is a big tent and we should allow lots of diversity. I mean, essentially, scholarship is an anarchist society. But anarchy is also subscribed to common principles and goals.""

https://t.co/YL5BGFB9ki https://t.co/TPSQFnVQvr",2022-04-28 11:00:00+00:00,sortecoevo
504,"🇺🇦  #Ukrainians have an opportunity to apply for a scholarship and ""special"" support from EU NEIGHBOURS east
Details: https://t.co/yXP6iW4GjF
@_Denyshchenko https://t.co/NwfAHyilS8",2022-04-28 10:58:58+00:00,depmtd
505,@NikkiHaley Unless the only scholarship you qualified for was if both parents died of cancer! Just lost my dad ☹️! Bummer for me! Too white for the rest paid to minorities! Isn’t that reverse discrimination? College $$ are out of reach! Why r college interest rates higher than cars &amp; homes?,2022-04-28 10:58:49+00:00,solara1992
506,"Australia
Easy stay back visa
unlimited part time jobs available
back lock accepted
scholarship available
No IELTS/ no interviews 
instalment payment
Anandh
contact:+91 7397311881
https://t.co/Yq965nT2XW(2012)
https://t.co/ytIWJzx7KG
#university #studentv…https://t.co/KDWMMUCZov",2022-04-28 10:58:13+00:00,ManjuPriyaHR1
507,@TexanNiki You must be honest. I have a 15 year old and 2 years ago we started explaining insurance costs and how she was going to be responsible for those. We have been talking about community college and scholarships for a few years as well. Teach them responsibility and independence.,2022-04-28 10:58:10+00:00,MarkDeese5
508,@KevinSenter9 @NikkiHaley If they so smart…why didn’t they receive an academic scholarship? Why didn’t they do the math and realize what their degree would cost them in the end when THEY committed to paying back their loan?,2022-04-28 10:58:07+00:00,Patriot_Cav3man
509,Ala. high schooler offered more than $3M in scholarships https://t.co/1gahT5CKWh,2022-04-28 10:58:05+00:00,NBCScottsbluff
510,"@elonmusk please buy our education and health system of balochistan! Our house officers are not paid for months! We are not given scholarships even,,,,, jobless awaami doctors of quetta 😃🙃👊😂✌ https://t.co/NGnc80VOnE",2022-04-28 10:58:00+00:00,TyPe_A_PerS0n_
511,#blogpost #auroscholar #education #scholarships #thursdayvibes #girleducation,2022-04-28 10:57:57+00:00,Auro_Scholar
512,"Scholarships for girls after the 10th are an essential source of financial aid.
Learn about the various scholarships for girls after 10th: https://t.co/iB3ACWCAer

Enhance learning with Auro Scholar: https://t.co/UerfAxFDlY
Get monthly micro-scholarships with 10-minutes quizzes. https://t.co/NyufrGRpeR",2022-04-28 10:57:56+00:00,Auro_Scholar
513,"@myogioffice @myogiadityanath #Yogi_Ji_Release_UP_Scholarship_2022 
#yogijischolarshipdo",2022-04-28 10:57:38+00:00,vishalkumarsta3
514,"@legitCalculator 805 114 1503 
Opay

Please help me I'm at scholarship I need to eat 😫",2022-04-28 10:57:16+00:00,Ifeoluwa627
515,"5 AXIE INFINITY SCHOLARSHIP GIVEAWAY 🥳
(including 2 with 40 energies 👀)

React to this post to have a chance to get yours 🔥

#giveaway #giveaways #NFTGiveaways #NFT #PlayToEarn #p2e #Scholarship #AxieInfinity #axieinfinityscholarship https://t.co/BeOEfsXMUf",2022-04-28 10:56:43+00:00,MonsieuRabbit
516,@FloridaBaptists Great news!  Florida Baptist Association established a ministry scholarship several years ago. Many leaders and churches blessed. @seanmcmahon3455,2022-04-28 10:56:29+00:00,revdansowell
517,Airport Authority scholarship to 4 carrom players of UP | UP के 4 कैरम खिलाड़ियों को एयरपोर्ट अथारिटी की स्कॉलरशिप https://t.co/705tgIIhTy,2022-04-28 10:56:17+00:00,AAZNEWS1
518,This gets reflected in how journalists (and even Indian journalists) typically cover any public health-related issue in India. You have to follow a pre-determined reference frame if you are coveting any global funding/fellowships/scholarships. https://t.co/f2hx3YiZqj,2022-04-28 10:55:46+00:00,Anuraag_Shukla
519,"I have been approved for a 24-month 
scholarship by the French government. 🥹

I won the Eiffel Excellence Scholarship in March. The business school just told me today that they're admitting me to a 2-yr MIB degree.

My dreams are slowly coming true. 😭💕",2022-04-28 10:55:16+00:00,Annilyn_fr
520,@bhupeshbaghel CBSE 10th class ka scholarship kab aayega bhupesh kaka @bhupeshbaghel,2022-04-28 10:55:13+00:00,AjayRatrey4
521,Docs for Morgan is a basketball game that raises funds for a scholarship in memory of Morgan Dana Harrington who was murdered in 2009.  https://t.co/gmo0lLpRaq,2022-04-28 10:55:00+00:00,KimberlyWDBJ
522,"INvestEd will have information on #scholarships, #grants, &amp; other #FinancialAid as well today at the Area 31 Career Center Continuing Education &amp; Employment Fair. Don't forget to stop by our table! #LessDebt 

@A31CareerCenter",2022-04-28 10:55:00+00:00,INvestEdIndiana
523,"Surprise banner from Dad to daughter. She is a super star, heading out of state to college on a scholarship. It's the memories that count. Letting go is never easy. What a sweet Dad. #happyday #MakingMemories #family #flyingbanner https://t.co/hLNcKdhpRG",2022-04-28 10:54:59+00:00,TheSkyWriters
524,"@KassyDillon Thought you went on “full scholarship” as your past comments have stated? That said, they’re going to be forgiven, might as well get that faux outrage ready.",2022-04-28 10:54:45+00:00,RobVanDom
525,@JgabrielleG @PegaxyOfficial Hi it's good day 😊Can I part of your scholarship pegaxy 😊,2022-04-28 10:53:53+00:00,MarissaVidal10
526,4 mahine se branch babhnan pincode 271313 par saving account khulwane ke liye ja rahe hai lekin ye kehkar return kar diya jaraha hai ki 1 hafte bad aao ya 1 mahine bad isi chakkar me meri scholarship bhi nhi ayi.Aur bank manager or staff present nhi rehte hai.,2022-04-28 10:53:45+00:00,mohdsajidlkn
527,The abstract submissions for the 1st International Engaged Scholarship Conference has been extended. To submit your abstract visit https://t.co/kpG0ViuZ2u https://t.co/KRc0Q8fJ05,2022-04-28 10:53:44+00:00,UnisaSBL
528,"@graciefacelove I have been paying my loans for 20 years. I worked two jobs and went to state school and had to work my ass off to keep my scholarship. While paying my loans I sacrificed vacations, a larger home for our growing family and saving for my retirement. This is FLAT OUT WRONG.",2022-04-28 10:52:53+00:00,USAFAMPRIDE
529,i got a full academic scholarship from my univ!! what did i do to deserve this? 😭💖 https://t.co/LsjjJZThSV https://t.co/VD7CjdWqbw,2022-04-28 10:52:44+00:00,dscshaven
530,@CMOfficeUP @myogiadityanath Hamne to vote bhi diya tha fir bhi nahi aaya scholarship,2022-04-28 10:51:57+00:00,Bhanupr49373098
531,"How to Qualify For Funding/Scholarship

Some programs grant funding to every accepted applicants.",2022-04-28 10:51:52+00:00,imigration_plug
532,"@_Rewhan @MittRomney Makes absolutely no sense how someone can owe that much with all the scholarships, federal aid and grants available today. On top of that, in-state tuition is no where close to the amount you borrowed.",2022-04-28 10:51:51+00:00,ziottle
533,I had a full academic scholarship for both undergrad and my MA. I have the barest minimum of loans left. I ABSOLUTELY want everyone else to experience the same. Pay it off. https://t.co/UWR4AIH4Lu,2022-04-28 10:51:50+00:00,MsRebeccaHarris
534,"Are you interested in academic research scholar opportunities with multi year contracts, job security, and academic reward systems aligned with societal impact? 

Do you focus on interdisciplinary scholarship that is partner- and community engaged?  

Join us! 👇 https://t.co/Faf73YzlIJ",2022-04-28 10:51:47+00:00,melissakenney
535,"Every Australian community deserves health care.  Please starts with the poorest &amp; most ill. But this plan will take 6 years, minimum. Give ‘scholarships’ to current doctors &amp; send them out today. 👍🏻 https://t.co/WreKPIVHTU",2022-04-28 10:51:33+00:00,sorensen_j9
536,@myogiadityanath Scholarship phle dilwaye student k future k sath mjak n kre,2022-04-28 10:51:24+00:00,mall_pavan
537,"Hi pow, meron pa ba gusto mag axie sainyooo? Eto yung team.
50/50 share + Pegaxy Scholarship. https://t.co/w1GLPNGRBj",2022-04-28 10:50:54+00:00,DSiiic
538,Bhrashtachar bad Mein dekhiaega Pahle chhatron scholarship baki hai use per Dhyan Diya Jaaye https://t.co/o4cnxpqpFg https://t.co/J3QIiM2lhH,2022-04-28 10:50:34+00:00,YOUTHSPower2
539,@myogiadityanath Kha gaye scholarship ka paisa or vo bhi OBC walon ka sabse jyada,2022-04-28 10:50:23+00:00,Bhanupr49373098
540,@MusicMommaKY @FavoriteTeach11 Umm there are scholarships out there available for your child to apply for as well. The students in this case still have to submit an application for these as well and grades are looked at.,2022-04-28 10:50:15+00:00,cjgproduxions
541,"Would you like a £26K tax-free bursary during your teacher training year? If you are beginning ITT for secondary maths in September, it's a good idea to check your eligibility. https://t.co/jdzGJ1uDiI https://t.co/s0fcvYuDNi",2022-04-28 10:50:02+00:00,Beamathsteacher
542,@Investissons1 @splinterlands En scholarship tu veux dire ?,2022-04-28 10:49:43+00:00,MaitreKoro
543,@JuliusGoat The “You didn’t have a right to go to Harvard - you should have gone to State U on a scholarship if you couldn’t afford Harvard” takes kill me.,2022-04-28 10:49:21+00:00,tcddoyle
544,"Play-to-serve: 

The proposal is for the Pentagon to replace school-funded athletic scholarships for every collegiate-level sport besides football and basketball.

Those athletes would then serve in the military after graduating. https://t.co/rBOy03p4GH",2022-04-28 10:48:59+00:00,Sportico
545,"EXCLUSIVE: The U.S. military has been actively discussing an initiative, proposed by a defense contractor, to fund scholarships for tens of thousands of college athletes each year in exchange for their mandatory service. https://t.co/L6l9PO0B68",2022-04-28 10:48:56+00:00,Sportico
546,@myogiadityanath Graduation me 300+ student hai or kisi ka bhi scholarship nai aaya de do Maharaj,2022-04-28 10:48:47+00:00,Bhanupr49373098
547,Verify ho chuka hai Fir Bhi scholarship Nahin a raha hai up ke CM Tak Meri Baat pahunch rahi hai to kripya Karke Un bacchon Ka scholarship Shuru Karen https://t.co/LB96e6f9Nh,2022-04-28 10:48:40+00:00,YOUTHSPower2
548,"Congratulations to @jockeyclub for their scholarship initiatives and to this years winners studying @UA_RTIP @msstate 
Scholarship Recipients Named https://t.co/7DALJ8GazW",2022-04-28 10:48:33+00:00,KavanaghClodagh
549,"Technovators for Social Good Scholarship to Attend the One Young World Summit 2022 (Fully-funded to Manchester, UK) https://t.co/hyXlQ7z5cG",2022-04-28 10:48:18+00:00,abuarsy21355212
550,"Scholarship: भटक्या जाती, जमातीमधील विद्यार्थ्यांसाठी खूशखबर! नवीन 64 व्यावसायिक अभ्यासक्रमांसाठी शिष्यवृत्ती
#scholarship #VocationalCourses
#VijayVadettiwar
https://t.co/ycqBiylV3K",2022-04-28 10:48:02+00:00,timesnowmarathi
551,I think many of you still don’t know what’s coming but they will now! 🎮🚀  #play2earn https://t.co/NIZUDNWh2z,2022-04-28 10:47:54+00:00,EarnByGaming
552,"#1MillionDevsforAfrica congratulations to @PLPAfrica 
on launching its Power Learn #SoftwareDevelopment Scholarship 2022.
Power Learn Project is an impact organization whose goal is to drive transformative change for youth in Africa by powering them with relevant #Techskills.",2022-04-28 10:47:29+00:00,adanianlabsSA
553,@myogiadityanath Mere pure college me kisi ka bhi scholarship nai aaya hai,2022-04-28 10:47:25+00:00,Bhanupr49373098
554,"The truth of the scholar, alone in his study, does not always accord with what the world at large considers to be true. IHOPEE Scholarship is here, why not try it. https://t.co/TVmtJGzWSH https://t.co/Gka2DiUtGG",2022-04-28 10:47:22+00:00,ihopee_inc
555,Thank you to @myESMO's International Cancer Foundation for granting me this scholarship for #ESMOBreast22. Really looking forward to collaborate more for better cancer care in #Haiti. https://t.co/kYwMMTfWrS,2022-04-28 10:47:05+00:00,Oncodoc_ht
556,"Scholarship sa P2E space ✅
Scholarship sa school ✅
ano next 🤔",2022-04-28 10:47:05+00:00,CarlYebes
557,"Thankyou so much @kunalstwt  for sharing related to Kube con +Cloud nativeCon Europe scholarship info.
Received the Dahn Kohn Scholarship for the virtual event super happy and waiting to attend the event along. 
Yay!! 
@CloudNativeFdn https://t.co/98umpTkNSJ",2022-04-28 10:47:02+00:00,Lavanya45752554
558,UP scholarship Aaegi Ki Nahin Uttar Pradesh sarkar ke pass friend nahin hai kya,2022-04-28 10:46:57+00:00,YOUTHSPower2
559,"@PegaxyOfficial From my viewpoint  the big guilds are crashing VIS

VIS gets traded to buy more NFTs for more scholarships and keeps going  down

Instead of rewarding big guilds why not reward smaller accounts and wallets that lost the most

Reward the little guy",2022-04-28 10:46:44+00:00,L0kser
560,"THANK YOU!!!!
Thanks to our generous Alumni, donations from the 24 Hour Giving Challenge reached $6,800.00 for our scholarship program. Scholarship donations can be made at any time at this link on our website:  https://t.co/o3GsaT9bvx
WE ARE MANATEE!!! https://t.co/8CA3W9MzVa",2022-04-28 10:46:31+00:00,ManateeAlumni
561,The Mandela Institute for Development Studies (MINDS) Pan-African Scholarship 2022 for Leadership Development (Fully Funded)  https://t.co/qWWJAcRIH4 via @Opportunities For Africans,2022-04-28 10:46:22+00:00,GilbertMunjoro
562,"full scholarship.

Can someone who can't afford a one square meal travel? No

Yes, if only helper come through.
In addition,
#InternationalPassport
#FlightTicket
#Documentsrequiresmoney
#Visafee
#Littlechangelikepta

The above-mentioned are most and can't be rule out from #travel",2022-04-28 10:45:52+00:00,dammywealth56
563,@Crazzy_Jow You can try other shilps like citizenship scholarship etc,2022-04-28 10:45:48+00:00,rbbr__k
564,@IzzyMSW @briebriejoy Of course I helped. She also got scholarships.  What loans she did take she paid off.,2022-04-28 10:45:29+00:00,kgreenenh
565,It should have been sent air mail he so against immigrants crossing the border his wife coming over on mattress on Epstein scholarship should have been sent back https://t.co/tmbpDSgPrI,2022-04-28 10:45:19+00:00,bcyrl888
566,Courrier de l'Ouest (Windsor) https://t.co/en1hVamVvQ,2022-04-28 10:45:10+00:00,ScholarUWindsor
567,Courrier d'Essex (Windsor) https://t.co/iAhEu6UdrR,2022-04-28 10:45:10+00:00,ScholarUWindsor
568,"naka freeze currently ang scholarship programs ng ched for next year. sabi ko sa tita ko na solo parent at may pinag aaral na college, i convince nya mga kaibigan nyang iboto si Leni dahil pag si Leni nakaupo, sure akong di nya pababayaan ang education sector.",2022-04-28 10:45:02+00:00,jilyancha
569,"This isn't an isolated example of the questioning and devaluing of the scholarship, qualifications, and expertise of WoC. I was told someone I called out a while ago for claiming my hard work as his own was just 'adding value to my work'. Why does my work need his validation? https://t.co/OhIxcNWo7V",2022-04-28 10:44:51+00:00,iman_sheeha
570,"Searching for #scholarships in JEE/NEET/Pre-Foundation Courses? If yes then search no more, as MATRIX is offering up to 90% scholarship through M-SAT! 
Get Hurry!👇

Apply Now For M-SAT: https://t.co/Z1quDaCwsq

#jeemain #jeeadvanced #NEETUG #bestjeecoaching #bestneetcoaching https://t.co/oU7mLcCbR8",2022-04-28 10:44:23+00:00,MatrixSikar
571,"NGL, being strong academically was the only way I could have gotten through it all. As a first-gen, low-income student, I didn't have any other ""experience"" making it through university/grad school. Losing scholarships would have meant leaving completely. https://t.co/cvLt8n50rT",2022-04-28 10:44:13+00:00,CoastalSEASIDE
572,Flinders University: Defence scholarship boost https://t.co/xrGiFdEsfa,2022-04-28 10:43:49+00:00,indiaedudiary
573,@benshapiro It might make sense to limit the amount of political siblings that are attending on scholarships in order to free up spots for more needy applicants,2022-04-28 10:43:22+00:00,Michael97694952
574,"Thanks to @CloudNativeFdn for providing me the Student Scholarship to attend @KubeCon_ virtually this year. 

Looking forward to the conference. https://t.co/E2ggdP7yeB",2022-04-28 10:43:12+00:00,nikhilstwt
575,"🚨@PegaxyOfficial Scholarship🚨

Guild name: Limitless Guild

Scholar: 3%
Guild: 97%

Apply Here: https://t.co/F5e6M0abwS 

Follow us at @Scholar_Alert and @TavernDAO for instant updates

#PegaxyScholarship #AxieScholarship #LimitlessGuild",2022-04-28 10:42:59+00:00,Scholar_Alert
576,"@JessRosePsych @drljorchard Managing family expectations is hard. In my husband's family academic scholarship is celebrated, in mine its all about what you earn and how quickly/ easily you get there. Some have done apprentiships, others are ""self-made"" small business owners.",2022-04-28 10:42:46+00:00,V_DAVEY
577,"I know I've expressed my hatred for endnotes here frequently, but I would rather have endnotes in a history book than no notes... how are you supposed to find further reading, engage in wider scholarship, or see how the arguments were formed?",2022-04-28 10:42:37+00:00,KellMcRae
578,"LOOK: A total of 25 barangay health workers from Gattaran, Cagayan received free skills training in Contact Tracing Level II under the Training for Work Scholarship Program (TWSP) conducted by the  TESDA Provincial Training Center-Cagayan.

#LevelUpSaTESDA
#TESDAAbotLahat https://t.co/8Oi56NoeJv",2022-04-28 10:42:36+00:00,tesdaofficial
579,"@nikhilwalia87 @kivijussi @ITYSL_memes - Everyone makes efforts, but not everyones' efforts are equal
- Depends on the qualifications for the scholarship and either way he earned it
- it isn't a question of whether he was fortunate but whether he is self-made. Does a scholarship negate his efforts?",2022-04-28 10:42:14+00:00,darrensmale
580,@myogiadityanath Sir hm logo ko scholarship kb tk milegi hm student next class m admission nhi le pa rhe h,2022-04-28 10:42:04+00:00,Shailen55482742
581,"@up_scholarship 
Sᴀʀᴋᴀʀ ᴇs sᴀʟ 2022 ᴍᴇ ᴊᴏ sᴄʜᴏʟᴀʀsʜɪᴘ ʀᴜᴋɪ ʜᴀɪ ᴜs  ᴋᴀ ᴋᴏɪ ʙᴀᴊᴀᴛ ʙᴀɴᴇɢᴀ ᴋɪ ɴᴀʜɪ ᴇs sᴀʟ ᴋᴀ ᴘʟᴇᴀsᴇ ᴋᴏɪ ʙᴀᴛᴀʏᴀ ????ᴜᴘᴅᴀᴛᴇ ᴋᴇʏᴀ ʜᴀɪ",2022-04-28 10:41:40+00:00,Indrama79404911
582,Business Mogue James Ndambo Promises Scholarships To Police Officers https://t.co/JbZYS1Rcg7,2022-04-28 10:41:19+00:00,hitng_info
583,@AgbogaVictor Seeking a (UK) fully funded MSc Mathematics scholarship. Great job champp🙌,2022-04-28 10:41:18+00:00,iei_einstein
584,For a fully funded scholarship to specialize in Mechatronics 🕯🕯🕯🙏,2022-04-28 10:40:38+00:00,Dannie_Kasheshe
585,Bard College Berlin is offering 10 full scholarships to displaced Ukrainian BA students (including transfers) for the upcoming years. Please RT spread the word for those who it may be useful! Deadline is May 1st. More info here: https://t.co/0IztHDc6OU #ukraine #scholarship,2022-04-28 10:40:29+00:00,maheenatif_
586,"@FartyFartsalot @KassyDillon Scholarships aren't lucky, you actually need to work for them.",2022-04-28 10:40:03+00:00,jgriffpsu
587,"Technovators for Social Good Scholarship to Attend the One Young World Summit 2022 (Fully-funded to Manchester, UK) https://t.co/td1nWYOmfn",2022-04-28 10:40:02+00:00,KeScholarship
588,Mp Sarkar se request he ki high education k liye Jin bachho Ko scholarship nhi Mili unhe scholarship dilwaye.,2022-04-28 10:40:00+00:00,MonaJai1827
589,"@SA_Scholarships لو سمحت انا عندي قبول مشروط بشروط بسيطة الي هي صورة جواز ودفع مبلغ تامين

هل يمشي مع مسار إمداد او لا؟",2022-04-28 10:39:55+00:00,SebaR69494036
590,Kya students ke scholarship ka paise se banva rahe hai jo aapke pass scholarship ke liye fund nhi hai. #Yogi_Ji_Release_UP_Scholarship_2022 #yogijischolarshipdo ##upscholarship https://t.co/fsavWzV1Pq,2022-04-28 10:39:50+00:00,Ak_MISHRA123
591,@thewritesky @jmaster_888 @lowkeyalizard @I_canFix_It @capnporgporg @KassyDillon And they should pay for that education unless they have a scholarship or work program of some kind.,2022-04-28 10:39:27+00:00,briandyke99
592,"@daryl_darcmedia @sbatraki @philipla Baka wala ng tumangkilik niyan, yan yung peak time ng mga Move to earn, magkakaroon na sila ng scholarship",2022-04-28 10:39:05+00:00,CarlitoGermono
593,"Chick-fil-A awards $24M in college scholarships to nearly 12,700 employees | HR Dive https://t.co/LHslkUtjRo",2022-04-28 10:39:01+00:00,Awhisten
594,Scholarship opportunity! https://t.co/b4fGv4d5QL,2022-04-28 10:38:53+00:00,HeritageHS
595,"@johnandi Do you mean Daddy Stan was not rich, oh the shame.
Working class scholarship",2022-04-28 10:38:43+00:00,PaulJoh32205398
596,"@JosephPeterSan3 ah..
sorry

This is not scholarship
it's trade technics that how to  convert
best late crypto to jpt",2022-04-28 10:38:28+00:00,stepn_yarungo
597,"📣 New Podcast! ""In conversation with Adit Pawha, Bachelor of Business (Sport Management) graduate and Vice-Chancellor's Meritorious 100% Scholarship winner"" on @Spreaker #deakin #deakinbusinessschool #deakinuniversity #educationpodcast #studyabroad https://t.co/Lluan9Pm2t",2022-04-28 10:38:25+00:00,deakinsouthasia
598,My student debt isn’t financial but physical. I was on full scholarship so I didn’t have to come off any cash to get my degree. Honest question…why are people so against forgiving student loan debt?,2022-04-28 10:38:23+00:00,RCReed40
599,6. and yeah normally i wouldn't care because uni will look at my final exam which i'll do good in based on the results i *should* be getting but i'm on a fucking scholarship she is literally costing me my scholarship by doing this. i cant continue school if this goes on like ffs,2022-04-28 10:38:21+00:00,eeellizzaaa
600,"@clmpreorders Atee, may excess kayo ng freon standee? Cls lang sa page turner e",2022-04-28 10:37:42+00:00,elijahfourth
601,"@immomthebomb @JusDFacts @NoLieWithBTC Coming close to touching my loan amounts with what I could potentially earn in a year. The loans are predatory. People like me were duped. 56k in the hole and 1 year left to go. And still no forgiveness option offered to me. And, I get grants and scholarships, I have a 3.85 gpa.",2022-04-28 10:37:39+00:00,WhooIAmNot
602,"@SegarraVeronica @gouchercollege I could not be more thrilled that you’ll be moving to such a well-respected college with an admirable history and bright future who can support your scholarship and contributions to making STEM better in many ways. Congratulations, my friend!",2022-04-28 10:37:19+00:00,RCampbellAnthro
603,@dammywealth56 Pls sir is it an undergraduate degree scholarship,2022-04-28 10:35:48+00:00,Charles71845640
604,￼Scholarship Program https://t.co/Xjd2cxUa8C￼scholarship-program/,2022-04-28 10:35:46+00:00,Gate_15_Analyst
605,@john_az_usa @rigby411 @KassyDillon She may have planned well but she was also on a nearly full scholarship. Not really the monumental debt amount she leads you to believe. https://t.co/AXTB5MGtaZ,2022-04-28 10:35:37+00:00,lb62264
606,Fatimata Cham ’23 wins coveted Truman Scholarship – The Lafayette https://t.co/Xvw37Y43IL,2022-04-28 10:35:33+00:00,abuarsy21355212
607,JHS ABC SCHOLARSHIP APPLICATION:  can be found at this link:  https://t.co/8MTN21A0cR.  Deadline is 12 pm on 5/20.  GO EAGLES!!,2022-04-28 10:35:33+00:00,JHSAthletics
608,Any good ideas for our Friend @_AdSolis_ ? 😉 https://t.co/qD7Q8jPT3X,2022-04-28 10:35:06+00:00,Adluna28
609,"FREE SCHOLARSHIPS To Study In Europe. To Apply, Open This Link 👉 https://t.co/Ley1zWFtY1 https://t.co/v4Cycdg2iR",2022-04-28 10:34:55+00:00,MalawianMusic
610,"@KassyDillon I turned down schools of my dreams, because I could not afford them. I came from a situation in which $50,000 sounded like 50 million. I worked my ass off to get a scholarship, and worked two jobs to pay for living.

I want all loans forgiven, despite the fact I did it ""right.""",2022-04-28 10:34:50+00:00,BennuSpaceRock
611,@mcyost (5 minutes later) we regret to inform you that the duck was on a scholarship https://t.co/8jt6af2Dt9,2022-04-28 10:34:44+00:00,neurodruid
612,"I said earlier one of our applicant got an offer already.

The program is full scholarship in UK 🇬🇧 and is not the popular scholarship people know like Chevening, Commonwealth, etc

This is full scholarship from a particular organization for those in the said field.",2022-04-28 10:34:41+00:00,dammywealth56
613,@CentralHighPHL graduate and 2021 @nhs_njhs Scholarship winner Sheyla Street delivered a powerful speech at the  Scholarship Gala highlighting her efforts in addressing racial/gender stereotypes as a student at @WestPoint_USMA. #trailblazingleaders https://t.co/noaZsQLUiQ,2022-04-28 10:34:02+00:00,Kcream24
614,"FREE SCHOLARSHIPS To Study In Europe or Zambia, To Apply, Open This Link 👉 https://t.co/IgooZZ1PIJ https://t.co/nV6fFqNFEe",2022-04-28 10:33:42+00:00,AbigailNamutebi
615,"Admissions are open at IcfaiTech, Hyderabad for https://t.co/94erPU1kDz and https://t.co/3NJ5NYBZtV Programs 2022.
Excellent Placements and Merit Scholarships are available.
Apply Now @ https://t.co/HS2rNfTGP9
#B.Tech Admissions2022 #BSCAdmissions2022 #IcfaiTechHyderabad #IFHE. https://t.co/HuPsL5BDjH",2022-04-28 10:33:12+00:00,ICFAI_TECH
616,"Our aspiring #student veterinary surgeon, Shayma, in her scrubs.
Without the supports of donors like you providing #highereducation  #Scholarships  she would not be able to afford university. #MakeADifference 
https://t.co/tkUjYI6zao https://t.co/X2CIF7pO2a",2022-04-28 10:32:49+00:00,GalileeFound
617,"@highleopold Boris went to Eton on a scholarship, not by entitlement. 

There are protests, and there is criminal damage. 🙄",2022-04-28 10:32:30+00:00,Tony_Yorkshire
618,"Hurry! Applications for Kotak Kanya Scholarship 2021 are now open. First year MBBS girl students may apply today, to stand a chance to win #scholarship of up to INR 1.5 lakh per year, to pay off their educational expenses. https://t.co/pCDRfqsYqC
@LHMCDelhi https://t.co/UmTZ73VGLg",2022-04-28 10:32:13+00:00,Buddy4Study
619,@stepn_yarungo yes i am looking for stepn scholarship,2022-04-28 10:31:47+00:00,JosephPeterSan3
620,@BuffDude3 @JimVale32188217 @SPScott19 @Jim_Jordan Even that. I paid tens of thousands for my kids training to get his scholarship. It was not free.,2022-04-28 10:31:41+00:00,Brian22E
621,"Upcoming Event with Spaces still available. Sign up Now‼️

@LeixlipUnited @stmochtasfc @faischools @cwkkfc @Homefarmfcgirls @lucanunited @Metro_Girls https://t.co/Xx2lNhnyfc",2022-04-28 10:31:39+00:00,SMUSA_IRE
622,1. no but i'm locket super pissed. they're saying i'm not using my scholarship to the best of my ability when i literally study 12+ hours a day minimum with like one or two days off every couple of weeks. i'm trying my best here and i'm not getting any results and it's so,2022-04-28 10:31:33+00:00,eeellizzaaa
623,"@ShannonCrossle1 @TheBloggess One cannot simply work hard and ""earn"" grants and scholarships, unless for sports. Heck, you need a 3.8+ to even get into state college. How you gonna earn it paid for too? And apprenticeships don't pay at all, let alone enough to cover tuition. You are in dream land, not reality",2022-04-28 10:31:25+00:00,JenMHessler
624,"not rn tho i’m surviving off $95, my presto card, my parents insurance, and a scholarship",2022-04-28 10:31:25+00:00,crazyanimalbtch
625,"Smic, taxes, tobacco, scholarships for students… what changes on May 1, 2022 https://t.co/D0HQZ1UseB",2022-04-28 10:31:11+00:00,Mohamed04680219
626,"I never really paid attention to sports, which, coming from the mecca of football in Texas, is kind of odd. I played sports, but I was nerdy. Having a single mother, the pressure was on me to get good grades and a scholarship and go to college.",2022-04-28 10:31:07+00:00,mobiquotes
627,"@edwin_perrine @VaderEats @EvansJustin @zacksaywha @MittRomney Majority of kids aren’t prepared for college. Parents don’t research and they don’t encourage their kids to apply for grants and scholarships. If parents want their kids to go to college then the parents need to reinforce on saving, applying for grants and scholarships etc",2022-04-28 10:30:58+00:00,camshai
628,"A few clippings from our database... 
in memory of Kenneth Tsang Kong (1934-2022)

//
𝗛𝗼𝗻𝗴 𝗞𝗼𝗻𝗴 𝗧𝗩 𝗮𝗻𝗱 𝗙𝗶𝗹𝗺 𝗣𝘂𝗯𝗹𝗶𝗰𝗮𝘁𝗶𝗼𝗻 𝗗𝗮𝘁𝗮𝗯𝗮𝘀𝗲 🎞️
《中港電視。電影刊物資料庫》
https://t.co/oqHKJIFyHT

#曾江 #KennethTsang #TsangKong https://t.co/BL1G30aEgK",2022-04-28 10:30:42+00:00,hkbulibdmss
629,@KOmukungu I even got him a scholarship he refused to go bak to school mbu ye ayagala kusoma production wa music 🤣,2022-04-28 10:30:35+00:00,bruno_KUg
630,"Global Changemakers (GCM) Grants 2022 for Youth-Led Projects in North America (up to $2,500) https://t.co/h6epixhwZH",2022-04-28 10:30:16+00:00,KeScholarship
631,"@KassyDillon You had numerous ""scholarships"" and had to take out minimal loans, which your parents probably paid for.... get bent",2022-04-28 10:30:12+00:00,squeak8520
632,Today is National Superhero Day! You could be a Superhero to one of our Computer Science students at York. Donate to a 50 Years’ Scholarship today and change their life! https://t.co/PKTb5a0lrS #50YearsofCompSci #UoY50YearsCS #SuperheroDay #NationalSuperheroDay https://t.co/MrgLskQ0mD,2022-04-28 10:30:00+00:00,UoY_CS
